FID,My_FID5,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID5,Type2,FID_Relat2,References,Type_URL,Time_span,X,Y
69,743,Veracruz la Antigua,Villa Rica la Vieja;Veracruz la Vieja;Villa Rica,La Antigua,1, , ,0, ,743, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.32115988,19.32160162
444,744,Yeyitzcuinco, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,744, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.79171,19.86482
126,750,Zilucayoapilla, ,San Jerónimo Silacayoapilla,1, ,Sujeto,167,Depends on,750, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-97.844572,17.808168
86,754,Zongolica,Zangüilocan,Zongolica,1, , ,0, ,754, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.99722222,18.66611111
109,755,Zongozotlan, ,Zongozotla,1, ,Sujeto,281,Depends on,755, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-97.727285,19.978653
237,757,Sierra de Zotola,Zotola, ,2, , ,0, ,757, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.78679452,19.83827662
107,759,Zacatlan, ,Zacatlan,1, ,Cabecera,0, ,759, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.96144037,19.93615421
470,760,Zoyaltepec,Tzoyaltepeque,Isla del Viejo Soyaltepec,1,Glosa de la pintura de Veracruz,Pueblo,0, ,760, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.48277778,18.2
234,761,Sierra Zoyapetlayo,Zoyapetlayo, ,2, ,Mountain Range,0, ,761, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.01353538,18.78623586
5,762,Zacatula, ,Zacatula,1, , ,0, ,762, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-102.178056,18.006111
0,763,Zoyatitlanapan,Zoyatitlanapa;Zaoyatitlanapan,Zoyatitlanapan,1, , ,0, ,763, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.14833333,18.655
48,765,Zapotitlan, ,Zapotitlan,1, , ,0, ,765, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.47472222,18.32805555
169,766,Zapotitlan, ,Zapotitlan,1, ,Sujeto,281,Depends on,766, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.71611111,20.00027778
298,767,Punta de Zapotitlan, ,El Faro de Zapotitlan,1, , ,667,Near,767, ,0,Acuña 1985;Garcia de Leon 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-94.811678,18.533391
133,768,Minas de Zultepec, ,Sultepequito,1, ,Mining Camp,0, ,768, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,https://en.wikipedia.org/wiki/16th_century,-100.0180556,18.80638889
101,769,Zumpango,Minas de Zumpango;Tzumpango;Zumpango,Zumpango Del Rio,1, , ,0, ,769, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.52638889,17.65194444
203,771,Venta de Buitrón, , ,2,https://aguapasada.files.wordpress.com/2012/01/veracruz-mapa-siglo-xx-www-foroxerbar-com.jpg,Inn,0, ,771, ,0,Acuña 1985;,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-96.12816422,19.17253562
116,772,Acatlan, ,Acatlan,1, ,Cabecera,28,Depends on,772, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.84055556,19.6975
153,773,Huehuetlan, ,Huehuetla,1, ,Sujeto,281,Depends on,773, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.62166667,20.10694444
174,774,Cuzcatlan,Acuzatlan,Coxcatlan,1, ,Cabecera,0, ,774, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.15064989,18.26664894
373,776,San Juan, ,San Juan Acozac,2, ,Estancia,608,Depends on,776, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.821944,18.97
355,777,San Pablo, ,San Pablo,2, ,Estancia,608,Depends on,777, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.913889,18.924444
356,778,San Salvador,San Salvador de Quecholac,San Salvador Huixcolo,2, ,Sujeto,528,Depends on,778, ,363,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.778611,18.924722
371,779,San Juan, ,San Juan Tlacomulco,2, ,Sujeto,363,Depends on,779, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.700833,18.966111
343,780,La Santisima Trinidad, ,La Trinidad Tianguismanalco,2, ,Sujeto,523,Depends on,780, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.03222222,18.89333333
388,781,San Salvador,San Salvador de Tepeaca,San Salvador Tepalca,2, ,Sujeto,523,Depends on,781,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.008333,19.034444
197,783,Amatlan,San Pedro,Amatitla,2, ,Estancia,224,Depends on,783, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-96.969444,19.286389
71,784,Coatepec, ,Coatepec,1, ,Cabecera,28,Depends on,784, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-96.95904408,19.45467235
158,785,Miahuatlan, ,Miahuatlan,1, ,Cabecera,28,Depends on,785, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.87,19.70777778
162,786,Chachalaca, ,Río Actopan,1, ,River,0, ,786, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.33756458,19.40945351
184,787,Isla Blanca de Antón Nizardo, ,Arrecife Blanca,1, ,Island,0, ,787, ,0,Acuña 1985;GeoNames_Mx,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-96,19.08333
189,788,Santiago Acatlan, ,Acatlan,1, ,Sujeto,608,Depends on,788, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.93083333,18.99333333
440,789,San Juan de Zacatlan, ,San Juan,2, ,Sujeto,759,Depends on,789, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.168889,19.791667
206,790,Cintla,Cintla,Zentla,1, , ,0, ,790, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.8125,19.09861111
223,791,Totolan, , ,1, , ,0, ,791, ,0,Acuña 1985;ProspeccionesVeracruz,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.69928916,20.06121326
226,792,Atliztaca, ,Atlixtac,1, ,Pueblo,55,Depends on,792, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.93333333,17.56222222
227,793,Xalapa, ,Jalapa De Diaz,1, , ,0, ,793, ,0,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.53413899,18.07140173
229,794,Putalçinco,Petlaltzinco, ,2, , ,0, ,794, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.216812,18.153233
