FID,My_FID7,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID7,FID_Relat2,Type2,End_Date,References,Type_URL,X,Y,Time_span
161,567,San Mateo Tochatlauhco,San Mateo Tuchatlauhco,Ixtlahhuaca de Cuauhtémoc,2, ,Sujeto,9,Depends on,567,0, ,,Acuña 1986;Google Maps;Google Earth, ,-98.861786,19.883546,https://en.wikipedia.org/wiki/16th_century
266,568,San Martín Teacal, ,San Martín de las Pirámides,1, ,Sujeto,327,Depends on,568,0, ,,Acuña 1986;Sanders 2001, ,-98.83554,19.70582,https://en.wikipedia.org/wiki/16th_century
330,569,San Mateo Tenango, ,Barrio San Mateo,2, ,Sujeto,327,Depends on,569,0, ,,Acuña 1986;Allocated by research, ,-98.736637,19.860803,https://en.wikipedia.org/wiki/16th_century
283,570,Los Reyes Aticpac, ,Santa María Aticpac,1, ,Sujeto,327,Depends on,570,0, ,,Acuña 1986;Gibson 1964, ,-98.743685,19.853408,https://en.wikipedia.org/wiki/16th_century
164,571,Apan,Asunción de Nuestra Señora Apan,Apan,1, ,Sujeto,463,Depends on,571,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.44972222,19.71,https://en.wikipedia.org/wiki/16th_century
281,572,San Pedro, ,Ex Hacienda San Pedro Tochatlaco,2, ,Sujeto,463,Depends on,572,0, ,,Acuña 1986;GeoNames_MX, ,-87.621389,19.833056,https://en.wikipedia.org/wiki/16th_century
268,573,San Andrés, ,San Andrés,2, ,Sujeto,463,Depends on,573,0, ,,Acuña 1986;GeoNames_MX, ,-98.423889,19.724167,https://en.wikipedia.org/wiki/16th_century
173,575,Tula,Tulla,Tula,1, , ,0, ,575,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.34166667,20.05416667,https://en.wikipedia.org/wiki/16th_century
178,581,Quauhquilpan, ,Huaquilpa,1, , ,0, ,581,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.86305556,19.97777778,https://en.wikipedia.org/wiki/16th_century
218,583,Tenango, ,Cacalotenango,1, ,Barrio,447,Depends on,583,0, ,,Acuña 1986;GeoNames_MX, ,-99.64368,18.547003,https://en.wikipedia.org/wiki/16th_century
345,584,España, ,San Lorenzo del Escorial,1, , ,0, ,584,0, ,30/12/1899 00:00:00, , ,-4.148009986,40.58901942, 
234,585,Nepopoalco,Atotonilco,Tetela del Volcán,1,"Whas adjacent to Tetela del Volcán, eventually became a barrio of this town.",Cabecera,323,Near,585,0, ,,Acuña 1986;Gerhard 1972, ,-98.72993,18.88926,https://en.wikipedia.org/wiki/16th_century
, ,,,,,,,,,,,,,,,,,
